    0.0000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.6187E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    3.2373E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    4.8560E-01  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    6.4746E-01  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    8.0933E-01  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    9.7120E-01  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    1.1331E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    1.2949E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    1.4568E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    1.6187E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    1.7805E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    1.9424E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    2.1043E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    2.2661E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    2.4280E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    2.5899E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    2.7517E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    2.9136E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    3.0755E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    3.2373E+00  1.99546E-05  1.99546E-05  0.00000E+00  0.00000E+00
    3.3992E+00 -1.27455E-02  1.99546E-05  0.00000E+00  0.00000E+00
    3.5611E+00 -1.27455E-02  1.99546E-05  0.00000E+00  0.00000E+00
    3.7229E+00 -1.27455E-02  1.99546E-05  0.00000E+00  0.00000E+00
    3.8848E+00  2.18272E-03  1.49482E-02  0.00000E+00  0.00000E+00
    4.0467E+00  2.18272E-03  1.49482E-02  0.00000E+00  0.00000E+00
    4.2085E+00  1.04513E-02  2.32168E-02  0.00000E+00  0.00000E+00
    4.3704E+00  1.04513E-02  2.32168E-02  0.00000E+00  0.00000E+00
    4.5323E+00  1.04513E-02  2.32168E-02  0.00000E+00  0.00000E+00
    4.6941E+00  1.04513E-02  2.32168E-02  0.00000E+00  0.00000E+00
    4.8560E+00  1.04513E-02  2.32168E-02  0.00000E+00  0.00000E+00
    5.0179E+00  1.04513E-02  2.32168E-02  0.00000E+00  0.00000E+00
    5.1797E+00  1.04513E-02  2.32168E-02  0.00000E+00  0.00000E+00
    5.3416E+00 -9.44974E-03  2.32168E-02  0.00000E+00  0.00000E+00
