    0.0000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.6187E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    3.2373E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    4.8560E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    6.4746E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    8.0933E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    9.7120E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.1331E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.2949E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.4568E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.6187E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.7805E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.9424E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    2.1043E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    2.2661E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    2.4280E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    2.5899E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    2.7517E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    2.9136E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    3.0755E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    3.2373E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    3.3992E+00  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02
    3.5611E+00  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02
    3.7229E+00  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02
    3.8848E+00  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02
    4.0467E+00  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02
    4.2085E+00  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02
    4.3704E+00  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02
    4.5323E+00  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02
    4.6941E+00  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02
    4.8560E+00  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02
    5.0179E+00  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02
    5.1797E+00  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02  4.30034E+01 -1.27655E-02
    5.3416E+00  9.19173E+01 -3.26665E-02  9.19173E+01 -3.26665E-02  9.19173E+01 -3.26665E-02
    5.5035E+00  2.57591E+02 -8.87606E-02  2.57591E+02 -8.87606E-02  2.57591E+02 -8.87606E-02
    5.6653E+00  2.57591E+02 -8.87606E-02  2.57591E+02 -8.87606E-02  2.57591E+02 -8.87606E-02
    5.8272E+00  2.57591E+02 -8.87606E-02  2.57591E+02 -8.87606E-02  2.57591E+02 -8.87606E-02
    5.9890E+00  3.21750E+02 -1.19992E-01  3.21750E+02 -1.19992E-01  3.21750E+02 -1.19992E-01
    6.1509E+00  4.81205E+02 -1.91615E-01  4.81205E+02 -1.91615E-01  4.81205E+02 -1.91615E-01
    6.3128E+00  5.14264E+02 -2.12324E-01  5.14264E+02 -2.12324E-01  5.14264E+02 -2.12324E-01
    6.4746E+00  5.23384E+02 -2.18938E-01  5.23384E+02 -2.18938E-01  5.23384E+02 -2.18938E-01
    6.6365E+00  6.13324E+02 -2.68409E-01  6.13324E+02 -2.68409E-01  6.13324E+02 -2.68409E-01
    6.7984E+00  6.18414E+02 -2.72473E-01  6.18414E+02 -2.72473E-01  6.18414E+02 -2.72473E-01
    6.9602E+00  6.18414E+02 -2.72473E-01  6.18414E+02 -2.72473E-01  6.18414E+02 -2.72473E-01
    7.1221E+00  6.33772E+02 -2.84111E-01  6.33772E+02 -2.84111E-01  6.33772E+02 -2.84111E-01
    7.2840E+00  6.33960E+02 -2.84327E-01  6.33960E+02 -2.84327E-01  6.33960E+02 -2.84327E-01
    7.4458E+00  6.34334E+02 -2.84731E-01  6.34334E+02 -2.84731E-01  6.34334E+02 -2.84731E-01
    7.6077E+00  6.94749E+02 -3.17720E-01  6.94749E+02 -3.17720E-01  6.94749E+02 -3.17720E-01
    7.7696E+00  7.00103E+02 -3.22121E-01  7.00103E+02 -3.22121E-01  7.00103E+02 -3.22121E-01
    7.9314E+00  7.00103E+02 -3.22121E-01  7.00103E+02 -3.22121E-01  7.00103E+02 -3.22121E-01
    8.0933E+00  7.00777E+02 -3.22855E-01  7.00777E+02 -3.22855E-01  7.00777E+02 -3.22855E-01
    8.2552E+00  7.01036E+02 -3.23149E-01  7.01036E+02 -3.23149E-01  7.01036E+02 -3.23149E-01
    8.4170E+00  9.30169E+02 -4.16821E-01  9.30169E+02 -4.16821E-01  9.30169E+02 -4.16821E-01
    8.5789E+00  9.76085E+02 -4.44776E-01  9.76085E+02 -4.44776E-01  9.76085E+02 -4.44776E-01
    8.7408E+00  1.00100E+03 -4.62107E-01  1.00100E+03 -4.62107E-01  1.00100E+03 -4.62107E-01
    8.9026E+00  1.00284E+03 -4.63862E-01  1.00284E+03 -4.63862E-01  1.00284E+03 -4.63862E-01
    9.0645E+00  1.00284E+03 -4.63862E-01  1.00284E+03 -4.63862E-01  1.00284E+03 -4.63862E-01
    9.2264E+00  1.00284E+03 -4.63862E-01  1.00284E+03 -4.63862E-01  1.00284E+03 -4.63862E-01
    9.3882E+00  1.00284E+03 -4.63862E-01  1.00284E+03 -4.63862E-01  1.00284E+03 -4.63862E-01
    9.5501E+00  1.00371E+03 -4.64653E-01  1.00371E+03 -4.64653E-01  1.00371E+03 -4.64653E-01
    9.7120E+00  1.00371E+03 -4.64653E-01  1.00371E+03 -4.64653E-01  1.00371E+03 -4.64653E-01
    9.8738E+00  1.00371E+03 -4.64653E-01  1.00371E+03 -4.64653E-01  1.00371E+03 -4.64653E-01
    1.0036E+01  1.00371E+03 -4.64653E-01  1.00371E+03 -4.64653E-01  1.00371E+03 -4.64653E-01
    1.0198E+01  1.34709E+03 -6.15947E-01  1.34709E+03 -6.15947E-01  1.34709E+03 -6.15947E-01
    1.0359E+01  1.36281E+03 -6.26171E-01  1.36281E+03 -6.26171E-01  1.36281E+03 -6.26171E-01
    1.0521E+01  2.19213E+03 -9.12758E-01  2.19213E+03 -9.12758E-01  2.19213E+03 -9.12758E-01
    1.0683E+01  2.19226E+03 -9.12915E-01  2.19226E+03 -9.12915E-01  2.19226E+03 -9.12915E-01
    1.0845E+01  2.23784E+03 -9.49784E-01  2.23784E+03 -9.49784E-01  2.23784E+03 -9.49784E-01
    1.1007E+01  2.29985E+03 -9.95328E-01  2.29985E+03 -9.95328E-01  2.29985E+03 -9.95328E-01
    1.1169E+01  2.38592E+03 -1.05709E+00  2.38592E+03 -1.05709E+00  2.38592E+03 -1.05709E+00
    1.1331E+01  2.42108E+03 -1.08634E+00  2.42108E+03 -1.08634E+00  2.42108E+03 -1.08634E+00
    1.1492E+01  2.81078E+03 -1.27067E+00  2.81078E+03 -1.27067E+00  2.81078E+03 -1.27067E+00
    1.1654E+01  2.81078E+03 -1.27067E+00  2.81078E+03 -1.27067E+00  2.81078E+03 -1.27067E+00
    1.1816E+01  2.85925E+03 -1.30394E+00  2.85925E+03 -1.30394E+00  2.85925E+03 -1.30394E+00
    1.1978E+01  4.01685E+03 -1.88097E+00  4.01685E+03 -1.88097E+00  4.01685E+03 -1.88097E+00
    1.2140E+01  4.06750E+03 -1.91933E+00  4.06750E+03 -1.91933E+00  4.06750E+03 -1.91933E+00
    1.2302E+01  4.06981E+03 -1.92164E+00  4.06981E+03 -1.92164E+00  4.06981E+03 -1.92164E+00
    1.2464E+01  4.38553E+03 -2.07831E+00  4.38553E+03 -2.07831E+00  4.38553E+03 -2.07831E+00
    1.2626E+01  4.38591E+03 -2.07878E+00  4.38591E+03 -2.07878E+00  4.38591E+03 -2.07878E+00
    1.2787E+01  4.72318E+03 -2.24306E+00  4.72318E+03 -2.24306E+00  4.72318E+03 -2.24306E+00
    1.2949E+01  4.72348E+03 -2.24343E+00  4.72348E+03 -2.24343E+00  4.72348E+03 -2.24343E+00
