        3132    5    7.6456    1.0929E+00    2.6344E-01    9.8499E-01    2.3930E-02    7.9762E-03    6.0956E-02    2.1156E+00    8.0734E-01    5.7991E+00    1.4630E+00    9.0664E-01    1.1611E+01
        3133    5    7.6286    1.4303E+00    3.9034E-01    1.6516E+00    5.3853E-02    2.0408E-02    1.5010E-01    2.2670E+00    8.1252E-01    5.9238E+00    1.2845E+00    9.3565E-01    1.0889E+01
        3134    5    7.6213    1.4700E+00    4.2501E-01    1.9155E+00    7.3304E-02    2.9626E-02    2.1567E-01    2.1906E+00    7.9880E-01    5.7859E+00    1.2091E+00    9.0749E-01    1.0332E+01
        3135    5    7.6233    1.3659E+00    4.1061E-01    1.7834E+00    6.4367E-02    2.8729E-02    1.9254E-01    2.0836E+00    8.2900E-01    5.6507E+00    1.2330E+00    1.0525E+00    1.0223E+01
        3136    5    7.6347    1.1226E+00    3.4660E-01    1.2663E+00    3.6030E-02    1.7707E-02    1.0563E-01    1.9669E+00    8.9198E-01    5.5139E+00    1.3433E+00    1.2784E+00    1.0507E+01
        3233    5    7.6042    1.7088E+00    4.7284E-01    2.4390E+00    1.5626E-01    5.5591E-02    4.7706E-01    2.2681E+00    7.0909E-01    5.6375E+00    1.0356E+00    6.9271E-01    9.5651E+00
        3234    5    7.5894    1.6193E+00    4.5493E-01    2.5567E+00    2.2538E-01    9.3526E-02    8.0549E-01    2.0687E+00    6.3038E-01    5.2651E+00    8.9219E-01    5.2379E-01    8.6871E+00
        3235    5    7.5838    1.4941E+00    4.4384E-01    2.5095E+00    2.3848E-01    1.1197E-01    9.1040E-01    1.8903E+00    6.1915E-01    4.9594E+00    8.3758E-01    5.2037E-01    8.1298E+00
        3236    5    7.5876    1.4103E+00    4.6595E-01    2.4143E+00    2.2405E-01    1.1195E-01    8.1711E-01    1.7956E+00    6.7909E-01    4.8927E+00    9.0828E-01    7.2957E-01    8.2411E+00
        3237    5    7.6009    1.3948E+00    5.1156E-01    2.2267E+00    1.6295E-01    7.8237E-02    5.1277E-01    1.8238E+00    8.1569E-01    4.9870E+00    1.0730E+00    9.8098E-01    8.7483E+00
        3238    5    7.6238    1.2789E+00    4.7002E-01    1.5905E+00    6.1419E-02    3.1409E-02    1.7844E-01    1.8922E+00    9.9130E-01    5.1855E+00    1.3425E+00    1.3428E+00    9.5566E+00
        3334    5    7.5671    1.5275E+00    3.9586E-01    2.5137E+00    2.5612E-01    1.2902E-01    1.1221E+00    1.8600E+00    4.9560E-01    4.5371E+00    6.3613E-01    1.8728E-01    7.4327E+00
        3335    5    7.5541    1.3629E+00    3.6119E-01    2.3891E+00    2.4856E-01    1.3709E-01    1.1568E+00    1.6301E+00    4.3326E-01    4.0077E+00    5.3743E-01    1.3249E-01    6.6212E+00
        3336    5    7.5503    1.2362E+00    3.6079E-01    2.3073E+00    2.4514E-01    1.4510E-01    1.1391E+00    1.4644E+00    4.4528E-01    3.7680E+00    5.2541E-01    1.5093E-01    6.3781E+00
        3337    5    7.5561    1.1873E+00    4.0370E-01    2.2256E+00    2.5182E-01    1.5609E-01    1.1107E+00    1.4047E+00    5.2462E-01    3.7474E+00    6.0009E-01    2.5505E-01    6.4766E+00
        3338    5    7.5716    1.2599E+00    4.8894E-01    2.2184E+00    2.5835E-01    1.6029E-01    1.0053E+00    1.5183E+00    6.9316E-01    4.0848E+00    7.5585E-01    5.3119E-01    7.1127E+00
        3339    5    7.5969    1.3840E+00    5.8317E-01    2.1263E+00    1.9180E-01    1.0051E-01    5.6822E-01    1.7361E+00    9.2336E-01    4.6158E+00    1.0991E+00    9.7804E-01    8.2014E+00
        3340    5    7.6309    1.1998E+00    4.8867E-01    1.2697E+00    4.6136E-02    2.3131E-02    1.1879E-01    1.8276E+00    1.1472E+00    5.0789E+00    1.5333E+00    1.5155E+00    9.4987E+00
        3435    5    7.5336    1.2421E+00    2.9759E-01    2.1735E+00    2.2981E-01    1.3321E-01    1.1170E+00    1.4368E+00    3.2596E-01    3.2355E+00    4.0857E-01    6.9490E-02    5.6414E+00
        3436    5    7.5222    1.0911E+00    2.7277E-01    1.9949E+00    2.2010E-01    1.3139E-01    1.0670E+00    1.2460E+00    2.9342E-01    2.8597E+00    3.7887E-01    5.5124E-02    5.0681E+00
