       1   -8.4259E-06   -6.4757E-06    8.4718E-06    5.1489E+02    5.1489E+02    5.1489E+02    0.0000E+00    0.0000E+00    0.0000E+00    5.1019E-02    4.6830E-02    4.4865E-02
       2    7.9924E+00    7.9924E+00    1.5552E+01    5.1473E+02    5.1473E+02    5.1479E+02    2.5897E-03    2.9916E-03    2.2395E-03    2.6696E-01    2.3954E-01    2.2044E-01
       3    1.5926E+01    1.5926E+01    3.1123E+01    5.1426E+02    5.1426E+02    5.1448E+02    4.7744E-03    4.9785E-03    5.3521E-03    2.0767E-01    2.2585E-01    2.2415E-01
       4    2.3741E+01    2.3741E+01    4.6725E+01    5.1349E+02    5.1349E+02    5.1396E+02    5.7552E-03    5.8003E-03    1.2416E-02    1.4030E-01    1.5927E-01    1.9204E-01
       5    3.1378E+01    3.1378E+01    6.2368E+01    5.1247E+02    5.1247E+02    5.1321E+02    5.4107E-03    5.6222E-03    2.5230E-02    7.4163E-02    7.7691E-02    1.3819E-01
       6    3.8777E+01    3.8777E+01    7.8049E+01    5.1123E+02    5.1123E+02    5.1219E+02    3.5265E-03    3.2154E-03    3.3448E-02    7.4931E-02    8.1637E-02    1.8120E-01
       7    4.5877E+01    4.5877E+01    9.3757E+01    5.0982E+02    5.0982E+02    5.1089E+02    1.6738E-03    1.3632E-03    3.7393E-02    6.9011E-02    7.3425E-02    1.8826E-01
       8    1.0362E+01    1.0362E+01    1.6686E+01    5.1463E+02    5.1463E+02    5.1484E+02    1.9753E-03    1.8682E-03    3.3536E-02    1.9988E-01    2.0931E-01    4.1954E-02
       9    1.5850E+01    1.6658E+01    2.8741E+01    5.1421E+02    5.1424E+02    5.1467E+02    6.2966E-03    3.2885E-03    1.6321E-02    1.5916E-01    1.6944E-01    2.5203E-01
      10    2.2501E+01    2.3858E+01    4.3273E+01    5.1350E+02    5.1359E+02    5.1425E+02    8.3380E-03    3.5123E-03    1.6120E-02    1.1483E-01    1.4304E-01    2.4149E-01
      11    2.9645E+01    3.1203E+01    5.8376E+01    5.1251E+02    5.1268E+02    5.1357E+02    9.0496E-03    3.4203E-03    2.2835E-02    8.7599E-02    1.2283E-01    1.8027E-01
      12    3.6856E+01    3.8450E+01    7.3720E+01    5.1128E+02    5.1156E+02    5.1264E+02    7.5686E-03    2.2144E-03    3.0685E-02    6.5304E-02    9.9932E-02    1.4311E-01
      13    4.3931E+01    4.5472E+01    8.9194E+01    5.0987E+02    5.1025E+02    5.1142E+02    4.3375E-03    8.5374E-04    3.4548E-02    5.6012E-02    8.6553E-02    1.5334E-01
      14    5.0752E+01    5.2182E+01    1.0474E+02    5.0833E+02    5.0880E+02    5.0991E+02    2.2302E-03    2.9828E-04    3.4361E-02    4.4243E-02    6.9225E-02    1.4338E-01
      15    4.7693E+01    5.0752E+01    9.9543E+01    5.0887E+02    5.0945E+02    5.1030E+02    2.3216E-03    9.0529E-04    3.4376E-02    7.4147E-02    5.8734E-02    1.4708E-01
      16    4.0747E+01    4.3922E+01    8.4032E+01    5.1035E+02    5.1086E+02    5.1173E+02    4.6578E-03    1.7864E-03    3.0797E-02    8.9839E-02    7.0437E-02    1.5085E-01
      17    3.3553E+01    3.6804E+01    6.8622E+01    5.1169E+02    5.1212E+02    5.1286E+02    7.5980E-03    2.9875E-03    2.4480E-02    9.0003E-02    9.1518E-02    1.3990E-01
      18    2.6216E+01    2.9490E+01    5.3404E+01    5.1283E+02    5.1318E+02    5.1371E+02    9.1671E-03    3.7325E-03    1.6688E-02    9.3253E-02    1.3299E-01    1.4697E-01
      19    1.8926E+01    2.2092E+01    3.8585E+01    5.1374E+02    5.1398E+02    5.1431E+02    9.2831E-03    3.2715E-03    1.1375E-02    1.6887E-01    1.9640E-01    1.8073E-01
      20    1.2178E+01    1.4703E+01    2.4912E+01    5.1438E+02    5.1451E+02    5.1466E+02    9.0622E-03    1.7941E-03    9.4395E-03    2.5073E-01    2.1243E-01    2.0539E-01
      21    2.0714E+01    2.0714E+01    3.3386E+01    5.1385E+02    5.1385E+02    5.1470E+02    2.5126E-03    2.7614E-03    6.3337E-02    9.0928E-02    8.9877E-02    1.3365E-01
      22    2.5974E+01    2.6529E+01    4.4117E+01    5.1318E+02    5.1321E+02    5.1447E+02    7.6837E-03    3.0632E-03    4.3597E-02    6.7749E-02    7.6632E-02    2.5428E-01
      23    3.1856E+01    3.3064E+01    5.7371E+01    5.1222E+02    5.1233E+02    5.1395E+02    1.0971E-02    2.3755E-03    3.1126E-02    5.6118E-02    8.3523E-02    3.0847E-01
      24    3.8283E+01    3.9815E+01    7.1605E+01    5.1101E+02    5.1125E+02    5.1315E+02    1.0319E-02    1.4775E-03    3.0916E-02    4.6711E-02    8.3697E-02    1.8229E-01
      25    4.4934E+01    4.6523E+01    8.6318E+01    5.0960E+02    5.0999E+02    5.1205E+02    8.0083E-03    7.1780E-04    3.1687E-02    3.6166E-02    7.2718E-02    1.3481E-01
      26    5.1564E+01    5.3028E+01    1.0130E+02    5.0805E+02    5.0858E+02    5.1066E+02    4.4561E-03    3.5279E-04    3.0059E-02    2.5855E-02    5.4547E-02    1.2538E-01
      27    5.0719E+01    5.7832E+01    1.0626E+02    5.0772E+02    5.0880E+02    5.0932E+02    2.9132E-03    1.5331E-03    2.4371E-02    6.9909E-02    4.4368E-02    9.1192E-02
      28    4.4091E+01    5.1249E+01    9.1311E+01    5.0923E+02    5.1021E+02    5.1093E+02    5.7230E-03    2.3570E-03    2.5677E-02    9.6165E-02    6.0760E-02    9.8185E-02
      29    3.7325E+01    4.4324E+01    7.6678E+01    5.1064E+02    5.1148E+02    5.1223E+02    9.2613E-03    3.0698E-03    2.3031E-02    1.1569E-01    9.3849E-02    1.0399E-01
      30    3.0603E+01    3.7115E+01    6.2602E+01    5.1188E+02    5.1256E+02    5.1321E+02    1.3098E-02    4.4920E-03    2.0177E-02    1.0499E-01    1.2623E-01    1.0827E-01
      31    2.4251E+01    2.9657E+01    4.9575E+01    5.1292E+02    5.1341E+02    5.1390E+02    1.6176E-02    4.7784E-03    2.0013E-02    9.8288E-02    1.4123E-01    1.2141E-01
      32    3.1036E+01    3.1036E+01    5.0107E+01    5.1254E+02    5.1254E+02    5.1444E+02    2.9095E-03    1.6823E-03    9.5137E-02    3.3309E-02    3.4477E-02    2.5999E-01
      33    3.6287E+01    3.6599E+01    6.0156E+01    5.1161E+02    5.1164E+02    5.1412E+02    6.6116E-03    2.2521E-03    6.9025E-02    2.4235E-02    3.0759E-02    2.9783E-01
      34    4.1961E+01    4.2669E+01    7.2381E+01    5.1041E+02    5.1054E+02    5.1350E+02    1.0568E-02    1.4257E-03    4.7379E-02    2.2431E-02    3.9201E-02    4.0054E-01
      35    4.8056E+01    4.8900E+01    8.5713E+01    5.0900E+02    5.0927E+02    5.1257E+02    9.7440E-03    6.6865E-04    3.9805E-02    1.7020E-02    3.7541E-02    1.9685E-01
      36    5.4361E+01    5.5071E+01    9.9664E+01    5.0743E+02    5.0784E+02    5.1133E+02    6.7146E-03    3.6096E-04    3.2814E-02    1.1661E-02    3.0858E-02    1.4672E-01
      37    4.8437E+01    5.9621E+01    9.9711E+01    5.0799E+02    5.0931E+02    5.0973E+02    5.4944E-03    3.4381E-03    1.7552E-02    8.6439E-02    5.2879E-02    5.5594E-02
      38    4.2174E+01    5.2539E+01    8.6264E+01    5.0942E+02    5.1059E+02    5.1123E+02    1.0294E-02    5.7219E-03    2.0377E-02    1.1410E-01    6.1354E-02    5.2155E-02
      39    3.6111E+01    4.4987E+01    7.3740E+01    5.1073E+02    5.1169E+02    5.1239E+02    1.4756E-02    7.5267E-03    2.2094E-02    1.2686E-01    8.1335E-02    6.2560E-02
      40    4.1286E+01    4.1286E+01    6.6847E+01    5.1069E+02    5.1069E+02    5.1401E+02    2.7950E-03    4.4845E-04    1.1499E-01    8.5215E-03    8.7690E-03    3.4258E-01
      41    4.6535E+01    4.6656E+01    7.6472E+01    5.0950E+02    5.0954E+02    5.1360E+02    5.3135E-03    1.6429E-03    9.1091E-02    6.8348E-03    9.9982E-03    3.4597E-01
      42    5.2175E+01    5.2352E+01    8.7885E+01    5.0809E+02    5.0821E+02    5.1285E+02    8.9716E-03    8.9559E-04    6.5081E-02    6.0463E-03    1.4482E-02    3.4040E-01
      43    5.8118E+01    5.8163E+01    1.0036E+02    5.0649E+02    5.0675E+02    5.1179E+02    4.5630E-04    7.9130E-03    4.8066E-02    4.0107E-03    1.5291E-02    2.2068E-01
      44    4.7653E+01    6.0618E+01    9.7171E+01    5.0808E+02    5.0948E+02    5.0985E+02    7.0076E-03    5.9204E-03    1.4100E-02    9.3774E-02    3.5257E-02    2.4317E-02
      45    5.1402E+01    5.1402E+01    8.3588E+01    5.0831E+02    5.0831E+02    5.1339E+02    1.6192E-03    2.4735E-04    1.3224E-01    2.6207E-03    2.2953E-03    3.8071E-01
      46    5.6578E+01    5.6607E+01    9.2906E+01    5.0688E+02    5.0691E+02    5.1285E+02    1.0500E-03    4.1259E-03    1.1126E-01    2.0385E-03    3.6224E-03    4.0256E-01
      47    6.1291E+01    6.1291E+01    1.0029E+02    5.0543E+02    5.0543E+02    5.1253E+02    6.9199E-04    4.4276E-04    1.4297E-01    1.3701E-03    1.1890E-03    4.3658E-01
