   60   60   60        7965    2   3.000004E+02   3.910917E-29   7.494327E+00   F
        1038    5   7.782913081728394E+00   3.188391082280889E+01   0.000000000000000E+00  -3.451968388300259E+05   0.000000000000000E+00
        1038    6   1.024207994930840E+01   0.000000000000000E+00   0.000000000000000E+00  -4.002400588853338E+05   0.000000000000000E+00
        2624    5   7.782913081728394E+00   3.188391082280889E+01   0.000000000000000E+00   3.451968388300259E+05   0.000000000000000E+00
        2624    6   1.024207994930840E+01   0.000000000000000E+00   0.000000000000000E+00   4.002400588853338E+05   0.000000000000000E+00
       61218    5   7.782913081728394E+00   3.188391082280889E+01   3.451968388300259E+05   0.000000000000000E+00   0.000000000000000E+00
       61218    6   1.024207994930840E+01   0.000000000000000E+00   4.002400588853338E+05   0.000000000000000E+00   0.000000000000000E+00
       62221    5   7.782913081728394E+00   3.188391082280889E+01   0.000000000000000E+00   0.000000000000000E+00  -3.451968388300259E+05
       62221    6   1.024207994930840E+01   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -4.002400588853338E+05
      154844    5   7.782913081728394E+00   3.188391082280889E+01  -3.451968388300259E+05   0.000000000000000E+00   0.000000000000000E+00
      154844    6   1.024207994930840E+01   0.000000000000000E+00  -4.002400588853338E+05   0.000000000000000E+00   0.000000000000000E+00
      157381    5   7.782913081728394E+00   3.188391082280889E+01   0.000000000000000E+00   0.000000000000000E+00   3.451968388300259E+05
      157381    6   1.024207994930840E+01   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   4.002400588853338E+05
        1039    5   7.748723427538594E+00   3.495999002997210E+01  -1.387187565364600E+05  -3.406839764788747E+05  -1.387187565364600E+05
        1039    6   1.009152909026835E+01   0.000000000000000E+00  -6.911965376986658E+04  -4.325953202442431E+05  -6.911965376986658E+04
        1098    5   7.748723427538594E+00   3.495999002997210E+01   1.387187565364600E+05  -3.406839764788747E+05   1.387187565364600E+05
        1098    6   1.009152909026835E+01   0.000000000000000E+00   6.911965376986658E+04  -4.325953202442431E+05   6.911965376986658E+04
        2564    5   7.748723427538594E+00   3.495999002997210E+01  -1.387187565364600E+05   3.406839764788747E+05  -1.387187565364600E+05
        2564    6   1.009152909026835E+01   0.000000000000000E+00  -6.911965376986658E+04   4.325953202442431E+05  -6.911965376986658E+04
        2623    5   7.748723427538594E+00   3.495999002997210E+01   1.387187565364600E+05   3.406839764788747E+05   1.387187565364600E+05
        2623    6   1.009152909026835E+01   0.000000000000000E+00   6.911965376986658E+04   4.325953202442431E+05   6.911965376986658E+04
        4699    5   7.748723427538594E+00   3.495999002997210E+01  -1.387187565364600E+05  -3.406839764788747E+05   1.387187565364600E+05
        4699    6   1.009152909026835E+01   0.000000000000000E+00  -6.911965376986661E+04  -4.325953202442431E+05   6.911965376986661E+04
        6224    5   7.748723427538594E+00   3.495999002997210E+01  -1.387187565364600E+05   3.406839764788747E+05   1.387187565364600E+05
        6224    6   1.009152909026835E+01   0.000000000000000E+00  -6.911965376986658E+04   4.325953202442431E+05   6.911965376986658E+04
       61219    5   7.748723427538594E+00   3.495999002997210E+01   3.406839764788747E+05   1.387187565364600E+05  -1.387187565364600E+05
       61219    6   1.009152909026835E+01   0.000000000000000E+00   4.325953202442431E+05   6.911965376986658E+04  -6.911965376986658E+04
       62280    5   7.748723427538594E+00   3.495999002997210E+01   1.387187565364600E+05  -1.387187565364600E+05  -3.406839764788746E+05
       62280    6   1.009152909026835E+01   0.000000000000000E+00   6.911965376986661E+04  -6.911965376986661E+04  -4.325953202442430E+05
       62281    5   7.748723427538594E+00   3.495999002997210E+01   1.387187565364600E+05   1.387187565364600E+05  -3.406839764788746E+05
       62281    6   1.009152909026835E+01   0.000000000000000E+00   6.911965376986664E+04   6.911965376986664E+04  -4.325953202442430E+05
       64758    5   7.748723427538594E+00   3.495999002997210E+01   3.406839764788747E+05  -1.387187565364600E+05  -1.387187565364600E+05
       64758    6   1.009152909026835E+01   0.000000000000000E+00   4.325953202442431E+05  -6.911965376986658E+04  -6.911965376986658E+04
       64818    5   7.748723427538594E+00   3.495999002997210E+01   3.406839764788747E+05  -1.387187565364600E+05   1.387187565364600E+05
       64818    6   1.009152909026835E+01   0.000000000000000E+00   4.325953202442431E+05  -6.911965376986658E+04   6.911965376986658E+04
