    0.0000E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    5.4255E-02 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.0851E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.6277E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.1702E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.7128E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.2553E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.7979E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    4.3404E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    4.8830E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    5.4255E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    5.9681E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    6.5106E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    7.0532E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    7.5957E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    8.1383E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    8.6808E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    9.2234E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    9.7659E-01 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.0308E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.0851E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.1394E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.1936E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.2479E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.3021E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.3564E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.4106E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.4649E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.5191E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.5734E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.6277E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.6819E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.7362E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.7904E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.8447E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.8989E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    1.9532E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.0074E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.0617E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.1160E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.1702E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.2245E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.2787E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.3330E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.3872E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.4415E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.4957E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.5500E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.6043E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.6585E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.7128E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.7670E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.8213E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.8755E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.9298E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    2.9840E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.0383E+00 -2.47766E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.0925E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.1468E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.2011E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.2553E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.3096E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.3638E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.4181E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.4723E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.5266E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.5808E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.6351E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.6894E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.7436E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.7979E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.8521E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.9064E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    3.9606E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    4.0149E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    4.0691E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    4.1234E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    4.1777E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    4.2319E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    4.2862E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    4.3404E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    4.3947E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    4.4489E+00 -2.57518E+00 -2.37533E+00  0.00000E+00  0.00000E+00
    4.5032E+00 -4.61510E+00 -4.41525E+00  0.00000E+00  0.00000E+00
    4.5574E+00 -7.03339E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    4.6117E+00 -7.03339E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    4.6660E+00 -7.03339E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    4.7202E+00 -7.03339E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    4.7745E+00 -7.03339E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    4.8287E+00 -7.03339E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    4.8830E+00 -7.03339E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    4.9372E+00 -7.03339E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    4.9915E+00 -7.03339E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.0457E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.1000E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.1542E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.2085E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.2628E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.3170E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.3713E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.4255E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.4798E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.5340E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.5883E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.6425E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.6968E+00 -7.17786E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.7511E+00 -7.19304E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.8053E+00 -7.24114E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.8596E+00 -7.24114E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.9138E+00 -7.24345E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    5.9681E+00 -7.24345E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.0223E+00 -7.24345E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.0766E+00 -7.24862E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.1308E+00 -7.24882E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.1851E+00 -7.24882E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.2394E+00 -7.24915E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.2936E+00 -7.25016E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.3479E+00 -7.26237E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.4021E+00 -7.26237E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.4564E+00 -7.26237E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.5106E+00 -7.26459E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.5649E+00 -7.26475E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.6191E+00 -7.26480E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.6734E+00 -7.26522E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.7277E+00 -7.26522E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.7819E+00 -7.26522E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.8362E+00 -7.26522E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.8904E+00 -7.26522E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.9447E+00 -7.26522E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    6.9989E+00 -7.26522E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    7.0532E+00 -7.26621E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    7.1074E+00 -7.26631E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    7.1617E+00 -7.26631E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    7.2159E+00 -7.26631E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    7.2702E+00 -7.26633E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    7.3245E+00 -7.27436E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    7.3787E+00 -7.27436E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    7.4330E+00 -7.27436E+00 -6.83354E+00  0.00000E+00  0.00000E+00
    7.4872E+00 -7.27436E+00 -6.83354E+00  0.00000E+00  0.00000E+00
