    0.0000E+00 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    5.4255E-02 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    1.0851E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    1.6277E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    2.1702E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    2.7128E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    3.2553E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    3.7979E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    4.3404E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    4.8830E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    5.4255E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    5.9681E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    6.5106E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    7.0532E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    7.5957E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
    8.1383E-01 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04 -7.30274E+00 -8.87918E-09  7.91136E-05 -4.57076E-04
