        1038    5    7.7829    1.0745E+01
        2624    5    7.7829    1.0745E+01
       61218    5    7.7829    1.0745E+01
       62221    5    7.7829    1.0745E+01
      154844    5    7.7829    1.0745E+01
      157381    5    7.7829    1.0745E+01
        1039    5    7.7487    1.1132E+01
        1098    5    7.7487    1.1132E+01
        2564    5    7.7487    1.1132E+01
        2623    5    7.7487    1.1132E+01
        4699    5    7.7487    1.1132E+01
        6224    5    7.7487    1.1132E+01
       61219    5    7.7487    1.1132E+01
       62280    5    7.7487    1.1132E+01
       62281    5    7.7487    1.1132E+01
       64758    5    7.7487    1.1132E+01
       64818    5    7.7487    1.1132E+01
       64879    5    7.7487    1.1132E+01
       65821    5    7.7487    1.1132E+01
       65882    5    7.7487    1.1132E+01
      151244    5    7.7487    1.1132E+01
      153780    5    7.7487    1.1132E+01
      153781    5    7.7487    1.1132E+01
      154783    5    7.7487    1.1132E+01
      154843    5    7.7487    1.1132E+01
      154904    5    7.7487    1.1132E+01
      157321    5    7.7487    1.1132E+01
      157382    5    7.7487    1.1132E+01
      213438    5    7.7487    1.1132E+01
      214963    5    7.7487    1.1132E+01
        1040    5    7.7442    1.4247E+01
        1158    5    7.7442    1.4247E+01
        2504    5    7.7442    1.4247E+01
        2622    5    7.7442    1.4247E+01
        8360    5    7.7442    1.4247E+01
        9824    5    7.7442    1.4247E+01
       61220    5    7.7442    1.4247E+01
       62279    5    7.7442    1.4247E+01
       62341    5    7.7442    1.4247E+01
       64698    5    7.7442    1.4247E+01
       68418    5    7.7442    1.4247E+01
       68540    5    7.7442    1.4247E+01
       69421    5    7.7442    1.4247E+01
       69543    5    7.7442    1.4247E+01
      147644    5    7.7442    1.4247E+01
      150119    5    7.7442    1.4247E+01
      150181    5    7.7442    1.4247E+01
      151122    5    7.7442    1.4247E+01
      154842    5    7.7442    1.4247E+01
      154964    5    7.7442    1.4247E+01
      157261    5    7.7442    1.4247E+01
      157383    5    7.7442    1.4247E+01
      209838    5    7.7442    1.4247E+01
      211302    5    7.7442    1.4247E+01
        1041    5    7.7662    1.8381E+01
        1218    5    7.7662    1.8381E+01
        2444    5    7.7662    1.8381E+01
        2621    5    7.7662    1.8381E+01
       12021    5    7.7662    1.8381E+01
       13424    5    7.7662    1.8381E+01
       61221    5    7.7662    1.8381E+01
       62278    5    7.7662    1.8381E+01
       62401    5    7.7662    1.8381E+01
       64638    5    7.7662    1.8381E+01
       72018    5    7.7662    1.8381E+01
       72201    5    7.7662    1.8381E+01
       73021    5    7.7662    1.8381E+01
       73204    5    7.7662    1.8381E+01
      144044    5    7.7662    1.8381E+01
      146458    5    7.7662    1.8381E+01
      146581    5    7.7662    1.8381E+01
      147461    5    7.7662    1.8381E+01
      154841    5    7.7662    1.8381E+01
      155024    5    7.7662    1.8381E+01
      157201    5    7.7662    1.8381E+01
      157384    5    7.7662    1.8381E+01
      206238    5    7.7662    1.8381E+01
      207641    5    7.7662    1.8381E+01
        1099    5    7.6914    9.2306E+00
        2563    5    7.6914    9.2306E+00
       64819    5    7.6914    9.2306E+00
       65881    5    7.6914    9.2306E+00
      151243    5    7.6914    9.2306E+00
      153721    5    7.6914    9.2306E+00
        1100    5    7.6647    1.1081E+01
        1159    5    7.6647    1.1081E+01
        2503    5    7.6647    1.1081E+01
        2562    5    7.6647    1.1081E+01
        4760    5    7.6647    1.1081E+01
        6163    5    7.6647    1.1081E+01
       64820    5    7.6647    1.1081E+01
       65940    5    7.6647    1.1081E+01
       65941    5    7.6647    1.1081E+01
       68359    5    7.6647    1.1081E+01
       68419    5    7.6647    1.1081E+01
       68480    5    7.6647    1.1081E+01
       69481    5    7.6647    1.1081E+01
       69542    5    7.6647    1.1081E+01
      147643    5    7.6647    1.1081E+01
      150120    5    7.6647    1.1081E+01
      150121    5    7.6647    1.1081E+01
      151182    5    7.6647    1.1081E+01
      151242    5    7.6647    1.1081E+01
      151303    5    7.6647    1.1081E+01
      153661    5    7.6647    1.1081E+01
      153722    5    7.6647    1.1081E+01
      213499    5    7.6647    1.1081E+01
      214902    5    7.6647    1.1081E+01
        1101    5    7.6652    1.4626E+01
        1219    5    7.6652    1.4626E+01
        2443    5    7.6652    1.4626E+01
        2561    5    7.6652    1.4626E+01
        8421    5    7.6652    1.4626E+01
        9763    5    7.6652    1.4626E+01
       64821    5    7.6652    1.4626E+01
       65939    5    7.6652    1.4626E+01
       66001    5    7.6652    1.4626E+01
       68299    5    7.6652    1.4626E+01
       72019    5    7.6652    1.4626E+01
       72141    5    7.6652    1.4626E+01
       73081    5    7.6652    1.4626E+01
       73203    5    7.6652    1.4626E+01
      144043    5    7.6652    1.4626E+01
      146459    5    7.6652    1.4626E+01
      146521    5    7.6652    1.4626E+01
      147521    5    7.6652    1.4626E+01
      151241    5    7.6652    1.4626E+01
      151363    5    7.6652    1.4626E+01
      153601    5    7.6652    1.4626E+01
      153723    5    7.6652    1.4626E+01
      209899    5    7.6652    1.4626E+01
      211241    5    7.6652    1.4626E+01
        1102    5    7.6915    1.7274E+01
        1279    5    7.6915    1.7274E+01
        2383    5    7.6915    1.7274E+01
        2560    5    7.6915    1.7274E+01
       12082    5    7.6915    1.7274E+01
       13363    5    7.6915    1.7274E+01
       64822    5    7.6915    1.7274E+01
       65938    5    7.6915    1.7274E+01
       66061    5    7.6915    1.7274E+01
       68239    5    7.6915    1.7274E+01
       75619    5    7.6915    1.7274E+01
       75802    5    7.6915    1.7274E+01
       76681    5    7.6915    1.7274E+01
       76864    5    7.6915    1.7274E+01
      140443    5    7.6915    1.7274E+01
      142798    5    7.6915    1.7274E+01
      142921    5    7.6915    1.7274E+01
      143860    5    7.6915    1.7274E+01
      151240    5    7.6915    1.7274E+01
      151423    5    7.6915    1.7274E+01
      153541    5    7.6915    1.7274E+01
      153724    5    7.6915    1.7274E+01
      206299    5    7.6915    1.7274E+01
      207580    5    7.6915    1.7274E+01
        1103    5    7.7424    1.9199E+01
        1339    5    7.7424    1.9199E+01
        2323    5    7.7424    1.9199E+01
        2559    5    7.7424    1.9199E+01
       15743    5    7.7424    1.9199E+01
       16963    5    7.7424    1.9199E+01
       64823    5    7.7424    1.9199E+01
       65937    5    7.7424    1.9199E+01
       66121    5    7.7424    1.9199E+01
       68179    5    7.7424    1.9199E+01
       79219    5    7.7424    1.9199E+01
       79463    5    7.7424    1.9199E+01
       80281    5    7.7424    1.9199E+01
       80525    5    7.7424    1.9199E+01
      136843    5    7.7424    1.9199E+01
      139137    5    7.7424    1.9199E+01
      139321    5    7.7424    1.9199E+01
      140199    5    7.7424    1.9199E+01
      151239    5    7.7424    1.9199E+01
