       1   -8.4259E-06   -6.4757E-06    8.4718E-06    5.1489E+02    5.1489E+02    5.1489E+02    0.0000E+00    0.0000E+00    0.0000E+00    1.6815E-03    1.5153E-03    1.4338E-03
       2    7.9924E+00    7.9924E+00    1.5552E+01    5.1473E+02    5.1473E+02    5.1479E+02    8.5140E-04    8.7698E-04    9.0859E-04    1.1937E-02    9.7144E-03    9.6264E-03
       3    1.5926E+01    1.5926E+01    3.1123E+01    5.1426E+02    5.1426E+02    5.1448E+02    1.1747E-03    1.2045E-03    1.7805E-03    8.8753E-03    1.0447E-02    1.2158E-02
       4    2.3741E+01    2.3741E+01    4.6725E+01    5.1349E+02    5.1349E+02    5.1396E+02    1.0678E-03    1.0235E-03    2.2961E-03    6.8412E-03    8.0634E-03    1.3491E-02
       5    3.1378E+01    3.1378E+01    6.2368E+01    5.1247E+02    5.1247E+02    5.1321E+02    4.7656E-04    5.9118E-04    2.2061E-03    5.1405E-03    5.9104E-03    1.2998E-02
       6    3.8777E+01    3.8777E+01    7.8049E+01    5.1123E+02    5.1123E+02    5.1219E+02    2.1101E-04    2.0114E-04    1.8069E-03    3.6099E-03    4.6694E-03    1.0649E-02
       7    4.5877E+01    4.5877E+01    9.3757E+01    5.0982E+02    5.0982E+02    5.1089E+02    6.7901E-05    4.6942E-05    1.2704E-03    2.8819E-03    3.3748E-03    8.2517E-03
       8    1.0362E+01    1.0362E+01    1.6686E+01    5.1463E+02    5.1463E+02    5.1484E+02    2.5702E-04    1.9284E-04    1.0435E-02    8.7142E-03    9.0833E-03    1.8532E-03
       9    1.5850E+01    1.6658E+01    2.8741E+01    5.1421E+02    5.1424E+02    5.1467E+02    1.9086E-03    5.2931E-04    5.2527E-03    7.6948E-03    9.0940E-03    1.5698E-02
      10    2.2501E+01    2.3858E+01    4.3273E+01    5.1350E+02    5.1359E+02    5.1425E+02    2.0770E-03    4.8880E-04    3.8322E-03    5.3973E-03    8.2799E-03    1.3885E-02
      11    2.9645E+01    3.1203E+01    5.8376E+01    5.1251E+02    5.1268E+02    5.1357E+02    1.3257E-03    2.4681E-04    2.9367E-03    4.2441E-03    7.2810E-03    1.3476E-02
      12    3.6856E+01    3.8450E+01    7.3720E+01    5.1128E+02    5.1156E+02    5.1264E+02    6.5051E-04    1.0379E-04    2.3058E-03    2.8882E-03    5.0490E-03    1.1747E-02
      13    4.3931E+01    4.5472E+01    8.9194E+01    5.0987E+02    5.1025E+02    5.1142E+02    2.2576E-04    2.4649E-05    1.5862E-03    1.9105E-03    3.2916E-03    9.7091E-03
      14    5.0752E+01    5.2182E+01    1.0474E+02    5.0833E+02    5.0880E+02    5.0991E+02    7.0326E-05    6.7069E-06    1.1429E-03    1.1661E-03    1.9822E-03    6.9118E-03
      15    4.7693E+01    5.0752E+01    9.9543E+01    5.0887E+02    5.0945E+02    5.1030E+02    8.3058E-05    2.6865E-05    1.1469E-03    2.8187E-03    2.1712E-03    5.4824E-03
      16    4.0747E+01    4.3922E+01    8.4032E+01    5.1035E+02    5.1086E+02    5.1173E+02    2.3994E-04    6.5256E-05    1.3847E-03    4.6040E-03    3.6442E-03    8.3447E-03
      17    3.3553E+01    3.6804E+01    6.8622E+01    5.1169E+02    5.1212E+02    5.1286E+02    7.0883E-04    1.8072E-04    2.0199E-03    6.3931E-03    4.9881E-03    9.9610E-03
      18    2.6216E+01    2.9490E+01    5.3404E+01    5.1283E+02    5.1318E+02    5.1371E+02    1.4628E-03    3.2449E-04    2.4162E-03    7.9974E-03    6.6124E-03    9.8910E-03
      19    1.8926E+01    2.2092E+01    3.8585E+01    5.1374E+02    5.1398E+02    5.1431E+02    2.2162E-03    2.8662E-04    2.6948E-03    9.8432E-03    9.5562E-03    9.4386E-03
      20    1.2178E+01    1.4703E+01    2.4912E+01    5.1438E+02    5.1451E+02    5.1466E+02    2.1239E-03    2.8956E-05    2.4235E-03    1.2361E-02    9.8092E-03    9.1807E-03
      21    2.0714E+01    2.0714E+01    3.3386E+01    5.1385E+02    5.1385E+02    5.1470E+02    2.3901E-04    2.7896E-04    1.7087E-02    3.9256E-03    3.8499E-03    1.0470E-02
      22    2.5974E+01    2.6529E+01    4.4117E+01    5.1318E+02    5.1321E+02    5.1447E+02    1.6864E-03    3.2461E-04    1.1882E-02    2.9884E-03    4.1078E-03    1.8833E-02
      23    3.1856E+01    3.3064E+01    5.7371E+01    5.1222E+02    5.1233E+02    5.1395E+02    1.9711E-03    1.7192E-04    6.6169E-03    2.4335E-03    4.8374E-03    2.0435E-02
      24    3.8283E+01    3.9815E+01    7.1605E+01    5.1101E+02    5.1125E+02    5.1315E+02    1.1571E-03    6.4573E-05    3.9821E-03    1.7020E-03    3.9301E-03    1.5612E-02
      25    4.4934E+01    4.6523E+01    8.6318E+01    5.0960E+02    5.0999E+02    5.1205E+02    5.0372E-04    2.3271E-05    2.4503E-03    1.0798E-03    2.5482E-03    1.2556E-02
      26    5.1564E+01    5.3028E+01    1.0130E+02    5.0805E+02    5.0858E+02    5.1066E+02    1.7509E-04    9.2633E-06    1.5467E-03    6.5574E-04    1.4991E-03    9.5729E-03
      27    5.0719E+01    5.7832E+01    1.0626E+02    5.0772E+02    5.0880E+02    5.0932E+02    9.3297E-05    4.3394E-05    7.1299E-04    2.0399E-03    1.7901E-03    3.4906E-03
      28    4.4091E+01    5.1249E+01    9.1311E+01    5.0923E+02    5.1021E+02    5.1093E+02    2.7537E-04    7.4233E-05    1.0660E-03    3.5204E-03    2.7021E-03    4.6667E-03
      29    3.7325E+01    4.4324E+01    7.6678E+01    5.1064E+02    5.1148E+02    5.1223E+02    6.9246E-04    1.0230E-04    1.4594E-03    6.0421E-03    4.2930E-03    5.7143E-03
      30    3.0603E+01    3.7115E+01    6.2602E+01    5.1188E+02    5.1256E+02    5.1321E+02    1.5005E-03    1.6435E-04    2.2264E-03    8.2036E-03    6.0238E-03    5.7087E-03
