      72    0.000000    -0.0000    0.0000E+00    0.0000E+00    0.0000E+00
      72    0.000000    -0.0000    0.0000E+00    0.0000E+00    0.0000E+00
      72    0.000000     0.0000    0.0000E+00    0.0000E+00    0.0000E+00
      72    0.000000    15.4359    0.0000E+00    0.0000E+00    0.0000E+00
      72    0.000000    15.4359    0.0000E+00    0.0000E+00    0.0000E+00
      72    0.000000    15.4359    0.0000E+00    0.0000E+00    0.0000E+00
      72    0.028868     0.2396    4.3875E+03   -3.7877E-01    1.0662E-02
      72    0.028868     0.2396    4.2471E+03   -3.9522E-01    1.0321E-02
      72    0.028868     0.4662    7.8765E+03   -3.9113E-01    3.7341E-02
      72    0.028868    15.4311    2.9710E-01   -4.8283E-07    1.7722E-08
      72    0.028868    15.4311    2.8030E-01   -2.6380E-07    1.6720E-08
      72    0.028868    15.4329    1.7156E-01   -4.9808E-09    6.4500E-09
      72    0.028868     0.2396    4.3875E+03   -1.1398E-01    1.0662E-02
      72    0.028868     0.2396    4.2471E+03   -1.1852E-01    1.0321E-02
      72    0.028868     0.4662    7.8765E+03   -1.2518E-01    3.7341E-02
      72    0.028868    15.4311    2.9710E-01    5.5151E-06    1.7722E-08
      72    0.028868    15.4311    2.8030E-01    3.9011E-06    1.6720E-08
      72    0.028868    15.4329    1.7156E-01    2.4467E-06    6.4500E-09
      72    0.028868     0.2396    4.3875E+03   -1.9538E-01    1.0662E-02
      72    0.028868     0.2396    4.2471E+03   -2.0811E-01    1.0321E-02
      72    0.028868     0.4662    7.8765E+03   -2.1742E-01    3.7341E-02
      72    0.028868    15.4311    2.9710E-01    2.8523E-06    1.7722E-08
      72    0.028868    15.4311    2.8030E-01    2.8376E-06    1.6720E-08
      72    0.028868    15.4329    1.7156E-01    1.5407E-06    6.4500E-09
      72    0.028868     0.2396    4.3875E+03   -2.9736E-01    1.0662E-02
      72    0.028868     0.2396    4.2471E+03   -3.0563E-01    1.0321E-02
      72    0.028868     0.4662    7.8765E+03   -2.9889E-01    3.7341E-02
      72    0.028868    15.4311    2.9710E-01    2.1800E-06    1.7722E-08
      72    0.028868    15.4311    2.8030E-01    7.9974E-07    1.6720E-08
      72    0.028868    15.4329    1.7156E-01    9.0103E-07    6.4500E-09
      72    0.028868     0.2396    4.3875E+03   -1.9552E-01    1.0662E-02
      72    0.028868     0.2396    4.2471E+03   -2.1338E-01    1.0321E-02
      72    0.028868     0.4662    7.8765E+03   -2.1774E-01    3.7341E-02
      72    0.028868    15.4311    2.9710E-01    3.2478E-06    1.7722E-08
      72    0.028868    15.4311    2.8030E-01    2.6336E-06    1.6720E-08
      72    0.028868    15.4329    1.7156E-01    1.6025E-06    6.4500E-09
      72    0.028868     0.2396    4.3875E+03   -2.7693E-01    1.0662E-02
      72    0.028868     0.2396    4.2471E+03   -3.0297E-01    1.0321E-02
      72    0.028868     0.4662    7.8765E+03   -3.0998E-01    3.7341E-02
      72    0.028868    15.4311    2.9710E-01    5.8504E-07    1.7722E-08
      72    0.028868    15.4311    2.8030E-01    1.5700E-06    1.6720E-08
      72    0.028868    15.4329    1.7156E-01    6.9650E-07    6.4500E-09
      72    0.028868     0.2396    4.3875E+03   -2.9722E-01    1.0662E-02
      72    0.028868     0.2396    4.2471E+03   -3.0036E-01    1.0321E-02
      72    0.028868     0.4662    7.8765E+03   -2.9857E-01    3.7341E-02
      72    0.028868    15.4311    2.9710E-01    1.7844E-06    1.7722E-08
      72    0.028868    15.4311    2.8030E-01    1.0038E-06    1.6720E-08
      72    0.028868    15.4329    1.7156E-01    8.3922E-07    6.4500E-09
      72    0.028868     0.2396    4.3875E+03   -2.1582E-01    1.0662E-02
      72    0.028868     0.2396    4.2471E+03   -2.1077E-01    1.0321E-02
      72    0.028868     0.4662    7.8765E+03   -2.0633E-01    3.7341E-02
      72    0.028868    15.4311    2.9710E-01    4.4472E-06    1.7722E-08
      72    0.028868    15.4311    2.8030E-01    2.0673E-06    1.6720E-08
      72    0.028868    15.4329    1.7156E-01    1.7452E-06    6.4500E-09
      72    0.057735     0.4774    2.7251E+03   -3.0608E-01    6.5468E-03
      72    0.057735     0.4774    2.7187E+03   -3.2952E-01    6.5313E-03
      72    0.057735     0.9330    3.7155E+03   -3.0582E-01    1.7620E-02
      72    0.057735    15.4170    5.6325E-01    9.5403E-08    6.5816E-08
      72    0.057735    15.4170    5.6079E-01   -3.8465E-07    6.5527E-08
      72    0.057735    15.4238    3.7780E-01    1.2395E-06    2.9058E-08
      72    0.057735     0.4774    2.7251E+03   -7.2038E-02    6.5468E-03
      72    0.057735     0.4774    2.7187E+03   -4.7429E-02    6.5313E-03
      72    0.057735     0.9330    3.7155E+03   -5.4475E-02    1.7620E-02
      72    0.057735    15.4170    5.6325E-01    5.2579E-06    6.5816E-08
      72    0.057735    15.4170    5.6079E-01    6.4637E-06    6.5527E-08
      72    0.057735    15.4238    3.7780E-01    4.5366E-06    2.9058E-08
      72    0.057735     0.4774    2.7251E+03   -1.2956E-01    6.5468E-03
      72    0.057735     0.4774    2.7187E+03   -1.6661E-01    6.5313E-03
      72    0.057735     0.9330    3.7155E+03   -1.4454E-01    1.7620E-02
      72    0.057735    15.4170    5.6325E-01    3.6304E-06    6.5816E-08
      72    0.057735    15.4170    5.6079E-01    3.9577E-06    6.5527E-08
      72    0.057735    15.4238    3.7780E-01    3.4504E-06    2.9058E-08
      72    0.057735     0.4774    2.7251E+03   -2.4856E-01    6.5468E-03
      72    0.057735     0.4774    2.7187E+03   -2.1034E-01    6.5313E-03
      72    0.057735     0.9330    3.7155E+03   -2.1575E-01    1.7620E-02
      72    0.057735    15.4170    5.6325E-01    1.7230E-06    6.5816E-08
      72    0.057735    15.4170    5.6079E-01    2.1213E-06    6.5527E-08
      72    0.057735    15.4238    3.7780E-01    2.3257E-06    2.9058E-08
