    0.0000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    8.7555E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.7511E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    2.6266E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    3.5022E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    4.3777E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    5.2533E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    6.1288E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    7.0044E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    7.8799E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    8.7555E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    9.6310E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.0507E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.1382E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.2258E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.3133E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.4009E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.4884E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.5760E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.6635E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.7511E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.8387E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    1.9262E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    2.0138E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    2.1013E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    2.1889E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    2.2764E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    2.3640E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    2.4515E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    2.5391E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    2.6266E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    2.7142E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    2.8018E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    2.8893E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    2.9769E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    3.0644E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    3.1520E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    3.2395E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    3.3271E+00  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04  1.41974E-01  1.18476E-05 -3.43408E-04  1.67429E-04
    3.4146E+00  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03
    3.5022E+00  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03
    3.5897E+00  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03
    3.6773E+00  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03
    3.7649E+00  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03
    3.8524E+00  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03
    3.9400E+00  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03
    4.0275E+00  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03
    4.1151E+00  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03  4.99400E-01  4.59638E-05 -1.26803E-03  8.02990E-03
