        1038    5    0.000000    0.566667    0.000000    7.7829    6.1206E-04    0.0000E+00   -2.6018E-10    0.0000E+00
        2624    5    0.000000   -0.566667    0.000000    7.7829    6.1206E-04    0.0000E+00    2.6018E-10    0.0000E+00
       61218    5   -0.566667    0.000000    0.000000    7.7829    6.1206E-04    2.6018E-10    0.0000E+00    0.0000E+00
       62221    5    0.000000    0.000000    0.566667    7.7829    6.1206E-04    0.0000E+00    0.0000E+00   -2.6018E-10
      154844    5    0.566667    0.000000    0.000000    7.7829    6.1206E-04   -2.6018E-10    0.0000E+00    0.0000E+00
      157381    5    0.000000    0.000000   -0.566667    7.7829    6.1206E-04    0.0000E+00    0.0000E+00    2.6018E-10
        1039    5   -0.016667    0.583333   -0.016667    7.7487    2.2931E-03   -3.6048E-10   -8.9246E-10   -3.6048E-10
        1098    5    0.016667    0.583333    0.016667    7.7487    2.2931E-03    3.6048E-10   -8.9246E-10    3.6048E-10
        2564    5   -0.016667   -0.583333   -0.016667    7.7487    2.2931E-03   -3.6048E-10    8.9246E-10   -3.6048E-10
        2623    5    0.016667   -0.583333    0.016667    7.7487    2.2931E-03    3.6048E-10    8.9246E-10    3.6048E-10
        4699    5   -0.016667    0.583333    0.016667    7.7487    2.2931E-03   -3.6048E-10   -8.9246E-10    3.6048E-10
        6224    5   -0.016667   -0.583333    0.016667    7.7487    2.2931E-03   -3.6048E-10    8.9246E-10    3.6048E-10
       61219    5   -0.583333    0.016667   -0.016667    7.7487    2.2931E-03    8.9246E-10    3.6048E-10   -3.6048E-10
       62280    5    0.016667   -0.016667    0.583333    7.7487    2.2931E-03    3.6048E-10   -3.6048E-10   -8.9246E-10
       62281    5    0.016667    0.016667    0.583333    7.7487    2.2931E-03    3.6048E-10    3.6048E-10   -8.9246E-10
       64758    5   -0.583333   -0.016667   -0.016667    7.7487    2.2931E-03    8.9246E-10   -3.6048E-10   -3.6048E-10
       64818    5   -0.583333   -0.016667    0.016667    7.7487    2.2931E-03    8.9246E-10   -3.6048E-10    3.6048E-10
       64879    5   -0.583333    0.016667    0.016667    7.7487    2.2931E-03    8.9246E-10    3.6048E-10    3.6048E-10
       65821    5   -0.016667   -0.016667    0.583333    7.7487    2.2931E-03   -3.6048E-10   -3.6048E-10   -8.9246E-10
       65882    5   -0.016667    0.016667    0.583333    7.7487    2.2931E-03   -3.6048E-10    3.6048E-10   -8.9246E-10
      151244    5    0.583333    0.016667   -0.016667    7.7487    2.2931E-03   -8.9246E-10    3.6048E-10   -3.6048E-10
      153780    5    0.016667   -0.016667   -0.583333    7.7487    2.2931E-03    3.6048E-10   -3.6048E-10    8.9246E-10
      153781    5    0.016667    0.016667   -0.583333    7.7487    2.2931E-03    3.6048E-10    3.6048E-10    8.9246E-10
      154783    5    0.583333   -0.016667   -0.016667    7.7487    2.2931E-03   -8.9246E-10   -3.6048E-10   -3.6048E-10
      154843    5    0.583333   -0.016667    0.016667    7.7487    2.2931E-03   -8.9246E-10   -3.6048E-10    3.6048E-10
      154904    5    0.583333    0.016667    0.016667    7.7487    2.2931E-03   -8.9246E-10    3.6048E-10    3.6048E-10
      157321    5   -0.016667   -0.016667   -0.583333    7.7487    2.2931E-03   -3.6048E-10   -3.6048E-10    8.9246E-10
      157382    5   -0.016667    0.016667   -0.583333    7.7487    2.2931E-03   -3.6048E-10    3.6048E-10    8.9246E-10
      213438    5    0.016667    0.583333   -0.016667    7.7487    2.2931E-03    3.6048E-10   -8.9246E-10   -3.6048E-10
      214963    5    0.016667   -0.583333   -0.016667    7.7487    2.2931E-03    3.6048E-10    8.9246E-10   -3.6048E-10
        1040    5   -0.033333    0.600000   -0.033333    7.7442    2.7311E-03   -8.3063E-10   -1.0379E-09   -8.3063E-10
        1158    5    0.033333    0.600000    0.033333    7.7442    2.7311E-03    8.3063E-10   -1.0379E-09    8.3063E-10
        2504    5   -0.033333   -0.600000   -0.033333    7.7442    2.7311E-03   -8.3063E-10    1.0379E-09   -8.3063E-10
        2622    5    0.033333   -0.600000    0.033333    7.7442    2.7311E-03    8.3063E-10    1.0379E-09    8.3063E-10
        8360    5   -0.033333    0.600000    0.033333    7.7442    2.7311E-03   -8.3063E-10   -1.0379E-09    8.3063E-10
        9824    5   -0.033333   -0.600000    0.033333    7.7442    2.7311E-03   -8.3063E-10    1.0379E-09    8.3063E-10
       61220    5   -0.600000    0.033333   -0.033333    7.7442    2.7311E-03    1.0379E-09    8.3063E-10   -8.3063E-10
       62279    5    0.033333   -0.033333    0.600000    7.7442    2.7311E-03    8.3063E-10   -8.3063E-10   -1.0379E-09
       62341    5    0.033333    0.033333    0.600000    7.7442    2.7311E-03    8.3063E-10    8.3063E-10   -1.0379E-09
       64698    5   -0.600000   -0.033333   -0.033333    7.7442    2.7311E-03    1.0379E-09   -8.3063E-10   -8.3063E-10
       68418    5   -0.600000   -0.033333    0.033333    7.7442    2.7311E-03    1.0379E-09   -8.3063E-10    8.3063E-10
       68540    5   -0.600000    0.033333    0.033333    7.7442    2.7311E-03    1.0379E-09    8.3063E-10    8.3063E-10
       69421    5   -0.033333   -0.033333    0.600000    7.7442    2.7311E-03   -8.3063E-10   -8.3063E-10   -1.0379E-09
       69543    5   -0.033333    0.033333    0.600000    7.7442    2.7311E-03   -8.3063E-10    8.3063E-10   -1.0379E-09
      147644    5    0.600000    0.033333   -0.033333    7.7442    2.7311E-03   -1.0379E-09    8.3063E-10   -8.3063E-10
      150119    5    0.033333   -0.033333   -0.600000    7.7442    2.7311E-03    8.3063E-10   -8.3063E-10    1.0379E-09
      150181    5    0.033333    0.033333   -0.600000    7.7442    2.7311E-03    8.3063E-10    8.3063E-10    1.0379E-09
      151122    5    0.600000   -0.033333   -0.033333    7.7442    2.7311E-03   -1.0379E-09   -8.3063E-10   -8.3063E-10
      154842    5    0.600000   -0.033333    0.033333    7.7442    2.7311E-03   -1.0379E-09   -8.3063E-10    8.3063E-10
      154964    5    0.600000    0.033333    0.033333    7.7442    2.7311E-03   -1.0379E-09    8.3063E-10    8.3063E-10
      157261    5   -0.033333   -0.033333   -0.600000    7.7442    2.7311E-03   -8.3063E-10   -8.3063E-10    1.0379E-09
      157383    5   -0.033333    0.033333   -0.600000    7.7442    2.7311E-03   -8.3063E-10    8.3063E-10    1.0379E-09
      209838    5    0.033333    0.600000   -0.033333    7.7442    2.7311E-03    8.3063E-10   -1.0379E-09   -8.3063E-10
      211302    5    0.033333   -0.600000   -0.033333    7.7442    2.7311E-03    8.3063E-10    1.0379E-09   -8.3063E-10
        1041    5   -0.050000    0.616667   -0.050000    7.7662    1.1690E-03   -5.1532E-10   -4.4311E-10   -5.1532E-10
        1218    5    0.050000    0.616667    0.050000    7.7662    1.1690E-03    5.1532E-10   -4.4311E-10    5.1532E-10
        2444    5   -0.050000   -0.616667   -0.050000    7.7662    1.1690E-03   -5.1532E-10    4.4311E-10   -5.1532E-10
        2621    5    0.050000   -0.616667    0.050000    7.7662    1.1690E-03    5.1532E-10    4.4311E-10    5.1532E-10
       12021    5   -0.050000    0.616667    0.050000    7.7662    1.1690E-03   -5.1532E-10   -4.4311E-10    5.1532E-10
       13424    5   -0.050000   -0.616667    0.050000    7.7662    1.1690E-03   -5.1532E-10    4.4311E-10    5.1532E-10
       61221    5   -0.616667    0.050000   -0.050000    7.7662    1.1690E-03    4.4311E-10    5.1532E-10   -5.1532E-10
       62278    5    0.050000   -0.050000    0.616667    7.7662    1.1690E-03    5.1532E-10   -5.1532E-10   -4.4311E-10
       62401    5    0.050000    0.050000    0.616667    7.7662    1.1690E-03    5.1532E-10    5.1532E-10   -4.4311E-10
       64638    5   -0.616667   -0.050000   -0.050000    7.7662    1.1690E-03    4.4311E-10   -5.1532E-10   -5.1532E-10
       72018    5   -0.616667   -0.050000    0.050000    7.7662    1.1690E-03    4.4311E-10   -5.1532E-10    5.1532E-10
       72201    5   -0.616667    0.050000    0.050000    7.7662    1.1690E-03    4.4311E-10    5.1532E-10    5.1532E-10
       73021    5   -0.050000   -0.050000    0.616667    7.7662    1.1690E-03   -5.1532E-10   -5.1532E-10   -4.4311E-10
       73204    5   -0.050000    0.050000    0.616667    7.7662    1.1690E-03   -5.1532E-10    5.1532E-10   -4.4311E-10
