        1038    5    7.7829    1.3466E+00    4.2029E-01    1.3203E+00    1.1331E-01    3.9812E-02    3.5031E-01    2.5734E+00    1.1058E+00    5.9787E+00    2.4890E+00    1.2718E+00    1.5115E+01
        1039    5    7.7487    1.8990E+00    5.9676E-01    2.1009E+00    2.1107E-01    7.4565E-02    7.0426E-01    3.0899E+00    1.2404E+00    6.7266E+00    2.3500E+00    1.3670E+00    1.4951E+01
        1040    5    7.7442    1.9031E+00    6.2614E-01    2.1684E+00    2.1541E-01    8.8400E-02    7.4897E-01    3.0968E+00    1.3123E+00    6.7176E+00    2.2217E+00    1.5316E+00    1.4534E+01
        1041    5    7.7662    1.5704E+00    5.6076E-01    1.6445E+00    1.3648E-01    6.9661E-02    4.7161E-01    2.8814E+00    1.3706E+00    6.2389E+00    2.2123E+00    1.7771E+00    1.4239E+01
        1099    5    7.6914    2.2612E+00    6.9252E-01    2.8232E+00    3.4720E-01    1.2362E-01    1.3640E+00    3.1808E+00    1.1641E+00    6.9486E+00    1.9484E+00    1.1158E+00    1.3493E+01
        1100    5    7.6647    2.1328E+00    6.5900E-01    2.9118E+00    3.5178E-01    1.3921E-01    1.4579E+00    2.9169E+00    1.0781E+00    6.6668E+00    1.5981E+00    1.0002E+00    1.2190E+01
        1101    5    7.6652    1.9712E+00    6.8786E-01    2.8221E+00    3.4041E-01    1.5934E-01    1.4173E+00    2.7360E+00    1.1547E+00    6.4706E+00    1.5588E+00    1.2258E+00    1.1858E+01
        1102    5    7.6915    1.9229E+00    7.7206E-01    2.6133E+00    3.2189E-01    1.7210E-01    1.2571E+00    2.7749E+00    1.3736E+00    6.4740E+00    1.8394E+00    1.6913E+00    1.2423E+01
        1103    5    7.7424    1.7470E+00    7.7008E-01    2.0187E+00    2.1174E-01    1.2048E-01    6.9383E-01    2.7833E+00    1.6584E+00    6.3529E+00    2.2825E+00    2.1131E+00    1.3006E+01
        1160    5    7.6167    1.9197E+00    5.5899E-01    2.8775E+00    3.2528E-01    1.4200E-01    1.4398E+00    2.4385E+00    7.8431E-01    5.8444E+00    1.1331E+00    7.0009E-01    9.9240E+00
        1161    5    7.5962    1.6417E+00    4.9228E-01    2.7036E+00    3.0439E-01    1.6012E-01    1.3811E+00    2.0634E+00    6.8663E-01    5.2251E+00    9.0368E-01    5.7318E-01    8.5670E+00
        1162    5    7.6015    1.4934E+00    5.4602E-01    2.5846E+00    3.0540E-01    1.7552E-01    1.3445E+00    1.8952E+00    7.8676E-01    5.0398E+00    9.9458E-01    8.1156E-01    8.5687E+00
        1163    5    7.6330    1.6097E+00    7.2132E-01    2.5889E+00    3.3021E-01    2.0671E-01    1.3288E+00    2.0891E+00    1.1217E+00    5.4071E+00    1.3448E+00    1.3564E+00    9.7350E+00
        1164    5    7.6892    1.7930E+00    9.1176E-01    2.4616E+00    3.4491E-01    2.1183E-01    1.1588E+00    2.4692E+00    1.6132E+00    6.1517E+00    2.0692E+00    1.9776E+00    1.1311E+01
        1165    5    7.7620    1.3873E+00    8.1376E-01    1.5926E+00    1.6436E-01    9.7789E-02    4.3014E-01    2.2645E+00    1.9165E+00    6.3096E+00    2.7839E+00    2.4607E+00    1.1906E+01
        1221    5    7.5549    1.3726E+00    3.7606E-01    2.4037E+00    2.4943E-01    1.3392E-01    1.2395E+00    1.6110E+00    4.3903E-01    3.9200E+00    5.2537E-01    1.3778E-01    5.9434E+00
        1222    5    7.5392    1.1564E+00    3.4448E-01    2.1890E+00    2.3413E-01    1.3777E-01    1.1666E+00    1.3285E+00    3.9383E-01    3.2027E+00    3.9441E-01    9.8164E-02    4.8430E+00
        1223    5    7.5501    1.0812E+00    4.2886E-01    2.0848E+00    2.5023E-01    1.6183E-01    1.1526E+00    1.2383E+00    5.2335E-01    3.2124E+00    5.0665E-01    2.1885E-01    5.4188E+00
        1224    5    7.5882    1.3402E+00    6.4037E-01    2.2123E+00    3.1128E-01    2.1112E-01    1.2174E+00    1.6010E+00    9.2486E-01    4.2033E+00    9.3233E-01    7.5661E-01    7.2535E+00
        1225    5    7.6498    1.6802E+00    9.1854E-01    2.4691E+00    3.8132E-01    2.4732E-01    1.2031E+00    2.1508E+00    1.4949E+00    5.5611E+00    1.7831E+00    1.6396E+00    9.6701E+00
        1226    5    7.7227    1.6137E+00    1.0634E+00    2.3565E+00    3.2724E-01    2.0014E-01    7.9372E-01    2.2718E+00    2.0348E+00    6.8736E+00    2.9071E+00    2.4028E+00    1.0938E+01
        1227    5    7.7893    8.2545E-01    6.5507E-01    1.1234E+00    1.0925E-01    6.2846E-02    2.0843E-01    1.4899E+00    1.9023E+00    6.6170E+00    3.2977E+00    2.8165E+00    1.0206E+01
