       1    0.566667     7.7829    1.0824E+01   -1.9809E-07
       1    0.566667    10.2421    0.0000E+00    0.0000E+00
       2    0.566667     7.7829    1.0824E+01    0.0000E+00
       2    0.566667    10.2421    0.0000E+00    0.0000E+00
       3    0.566667     7.7829    1.0824E+01   -2.8110E-09
       3    0.566667    10.2421    0.0000E+00    0.0000E+00
       4    0.566667     7.7829    1.0824E+01   -3.9106E-07
       4    0.566667    10.2421    0.0000E+00    0.0000E+00
       5    0.566667     7.7829    1.0824E+01   -1.5214E-07
       5    0.566667    10.2421    0.0000E+00    0.0000E+00
       6    0.566667     7.7829    1.0824E+01   -5.9696E-08
       6    0.566667    10.2421    0.0000E+00    0.0000E+00
       7    0.583809     7.7487    1.1234E+01   -1.1068E-06
       7    0.583809    10.0915    0.0000E+00    0.0000E+00
       8    0.583809     7.7487    1.1234E+01   -8.9378E-07
       8    0.583809    10.0915    0.0000E+00    0.0000E+00
       9    0.583809     7.7487    1.1234E+01   -3.5820E-07
       9    0.583809    10.0915    0.0000E+00    0.0000E+00
      10    0.583809     7.7487    1.1234E+01   -4.8918E-08
      10    0.583809    10.0915    0.0000E+00    0.0000E+00
      11    0.583809     7.7487    1.1234E+01   -1.9077E-06
      11    0.583809    10.0915    0.0000E+00    0.0000E+00
      12    0.583809     7.7487    1.1234E+01    4.9965E-25
      12    0.583809    10.0915    0.0000E+00    0.0000E+00
      13    0.583809     7.7487    1.1234E+01    3.2405E-08
      13    0.583809    10.0915    0.0000E+00    0.0000E+00
      14    0.583809     7.7487    1.1234E+01   -1.0532E-06
      14    0.583809    10.0915    0.0000E+00    0.0000E+00
      15    0.583809     7.7487    1.1234E+01   -1.2623E-06
      15    0.583809    10.0915    0.0000E+00    0.0000E+00
      16    0.583809     7.7487    1.1234E+01   -2.1325E-06
      16    0.583809    10.0915    0.0000E+00    0.0000E+00
      17    0.583809     7.7487    1.1234E+01   -2.7387E-06
      17    0.583809    10.0915    0.0000E+00    0.0000E+00
      18    0.583809     7.7487    1.1234E+01   -2.0649E-07
      18    0.583809    10.0915    0.0000E+00    0.0000E+00
      19    0.583809     7.7487    1.1234E+01   -1.9909E-06
      19    0.583809    10.0915    0.0000E+00    0.0000E+00
      20    0.583809     7.7487    1.1234E+01   -2.4068E-06
      20    0.583809    10.0915    0.0000E+00    0.0000E+00
      21    0.583809     7.7487    1.1234E+01   -2.2471E-06
      21    0.583809    10.0915    0.0000E+00    0.0000E+00
      22    0.583809     7.7487    1.1234E+01   -1.0829E-06
      22    0.583809    10.0915    0.0000E+00    0.0000E+00
      23    0.583809     7.7487    1.1234E+01   -4.4875E-07
      23    0.583809    10.0915    0.0000E+00    0.0000E+00
      24    0.583809     7.7487    1.1234E+01   -1.3934E-06
      24    0.583809    10.0915    0.0000E+00    0.0000E+00
      25    0.583809     7.7487    1.1234E+01   -3.0300E-07
      25    0.583809    10.0915    0.0000E+00    0.0000E+00
