        1038    5    7.7829    1.3466E+00    4.2028E-01    1.3202E+00    1.1331E-01    3.9811E-02    3.5030E-01    2.5734E+00    1.1059E+00    5.9788E+00    2.4891E+00    1.2718E+00    1.5115E+01
        1039    5    7.7487    1.8990E+00    5.9675E-01    2.1009E+00    2.1106E-01    7.4560E-02    7.0422E-01    3.0899E+00    1.2404E+00    6.7268E+00    2.3501E+00    1.3671E+00    1.4953E+01
        1040    5    7.7442    1.9031E+00    6.2613E-01    2.1683E+00    2.1540E-01    8.8394E-02    7.4893E-01    3.0968E+00    1.3123E+00    6.7179E+00    2.2218E+00    1.5317E+00    1.4535E+01
        1041    5    7.7662    1.5704E+00    5.6076E-01    1.6445E+00    1.3647E-01    6.9658E-02    4.7159E-01    2.8814E+00    1.3706E+00    6.2390E+00    2.2123E+00    1.7772E+00    1.4239E+01
        1099    5    7.6914    2.2611E+00    6.9249E-01    2.8229E+00    3.4716E-01    1.2359E-01    1.3638E+00    3.1809E+00    1.1642E+00    6.9496E+00    1.9490E+00    1.1163E+00    1.3501E+01
        1100    5    7.6647    2.1327E+00    6.5894E-01    2.9113E+00    3.5170E-01    1.3916E-01    1.4574E+00    2.9171E+00    1.0782E+00    6.6691E+00    1.5992E+00    1.0012E+00    1.2206E+01
        1101    5    7.6652    1.9711E+00    6.8780E-01    2.8216E+00    3.4034E-01    1.5929E-01    1.4168E+00    2.7363E+00    1.1548E+00    6.4727E+00    1.5598E+00    1.2270E+00    1.1874E+01
        1102    5    7.6915    1.9228E+00    7.7202E-01    2.6131E+00    3.2186E-01    1.7207E-01    1.2569E+00    2.7750E+00    1.3737E+00    6.4749E+00    1.8399E+00    1.6920E+00    1.2430E+01
        1103    5    7.7424    1.7470E+00    7.7007E-01    2.0187E+00    2.1173E-01    1.2047E-01    6.9379E-01    2.7834E+00    1.6584E+00    6.3531E+00    2.2826E+00    2.1133E+00    1.3008E+01
        1160    5    7.6167    1.9192E+00    5.5877E-01    2.8754E+00    3.2499E-01    1.4184E-01    1.4378E+00    2.4395E+00    7.8481E-01    5.8528E+00    1.1365E+00    7.0278E-01    9.9881E+00
