    0.0000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.0531E+01  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    2.1063E+01  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    3.1594E+01  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    4.2125E+01  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    5.2657E+01  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    6.3188E+01  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    7.3719E+01  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    8.4251E+01  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    9.4782E+01  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    1.0531E+02  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    1.1584E+02  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    1.2638E+02  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    1.3691E+02  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    1.4744E+02  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    1.5797E+02  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    1.6850E+02  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    1.7903E+02  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    1.8956E+02  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    2.0010E+02  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  2.03383E-02  2.59273E-03  0.00000E+00  0.00000E+00  0.00000E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  0.00000E+00  1.07222E-03  1.05437E-03  4.66133E-04
    2.1063E+02 -5.35907E-01  1.89031E-02 -5.35907E-01  1.89031E-02 -5.35907E-01  1.89031E-02  0.00000E+00  0.00000E+00 -5.56245E-01  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  1.63104E-02  1.07222E-03  1.05437E-03  4.66133E-04
    2.2116E+02 -5.35907E-01  1.89031E-02 -5.35907E-01  1.89031E-02 -5.35907E-01  1.89031E-02  0.00000E+00  0.00000E+00 -5.56245E-01  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  1.63104E-02  1.07222E-03  1.05437E-03  4.66133E-04
    2.3169E+02 -5.35907E-01  1.89031E-02 -5.35907E-01  1.89031E-02 -5.35907E-01  1.89031E-02  0.00000E+00  0.00000E+00 -5.56245E-01  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  1.63104E-02  1.07222E-03  1.05437E-03  4.66133E-04
    2.4222E+02 -5.35907E-01  1.89031E-02 -5.35907E-01  1.89031E-02 -5.35907E-01  1.89031E-02  0.00000E+00  0.00000E+00 -5.56245E-01  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  1.63104E-02  1.07222E-03  1.05437E-03  4.66133E-04
    2.5275E+02 -1.99665E+00  7.12735E-02 -1.99665E+00  7.12735E-02 -1.99665E+00  7.12735E-02  0.00000E+00  0.00000E+00 -2.01699E+00  5.56543E-03  4.16734E-03  1.06055E-02  0.00000E+00  0.00000E+00  6.86807E-02  1.07222E-03  1.05437E-03  4.66133E-04
