    0.0000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.0482E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    2.0965E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    3.1447E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    4.1929E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    5.2412E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    6.2894E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    7.3377E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    8.3859E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    9.4341E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.0482E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.1531E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.2579E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.3627E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.4675E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.5724E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.6772E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.7820E+00 -4.79029E-04  0.00000E+00  0.00000E+00  0.00000E+00
    1.8868E+00 -4.79029E-04  0.00000E+00  0.00000E+00  0.00000E+00
    1.9917E+00 -4.79029E-04  0.00000E+00  0.00000E+00  0.00000E+00
    2.0965E+00 -4.79029E-04  0.00000E+00  0.00000E+00  0.00000E+00
    2.2013E+00 -4.79029E-04  0.00000E+00  0.00000E+00  0.00000E+00
    2.3061E+00 -4.79029E-04  0.00000E+00  0.00000E+00  0.00000E+00
    2.4109E+00 -4.79029E-04  0.00000E+00  0.00000E+00  0.00000E+00
    2.5158E+00 -4.79029E-04  0.00000E+00  0.00000E+00  0.00000E+00
    2.6206E+00 -4.79029E-04  0.00000E+00  0.00000E+00  0.00000E+00
    2.7254E+00 -4.79029E-04  0.00000E+00  0.00000E+00  0.00000E+00
